ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations
G0032,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a North Korean state-sponsored cyber threat group that has been attributed to the Reconnaissance General Bureau.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: Treasury North Korean Cyber Groups September 2019) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain. (Citation: Novetta Blockbuster)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups, such as [Andariel](https://attack.mitre.org/groups/G0138), [APT37](https://attack.mitre.org/groups/G0067), [APT38](https://attack.mitre.org/groups/G0082), and [Kimsuky](https://attack.mitre.org/groups/G0094).   ",https://attack.mitre.org/groups/G0032,31 May 2017,14 October 2021,2.0,,"Guardians of Peace, HIDDEN COBRA, NICKEL ACADEMY, ZINC","(Citation: US-CERT HIDDEN COBRA June 2017), The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019), (Citation: Secureworks NICKEL ACADEMY Dec 2017), (Citation: Microsoft ZINC disruption Dec 2017)","(Citation: TrendMicro Lazarus Nov 2018),(Citation: McAfee GhostSecret),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: LogRhythm WannaCry),(Citation: US-CERT KEYMARBLE Aug 2018),(Citation: US-CERT BADCALL),(Citation: TrendMicro macOS Dacls May 2020),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: Novetta Blockbuster Loaders),(Citation: FireEye WannaCry 2017),(Citation: FireEye APT38 Oct 2018),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: US-CERT BLINDINGCAN Aug 2020),(Citation: Kaspersky Dtrack),(Citation: US-CERT HARDRAIN March 2018),(Citation: US-CERT TYPEFRAME June 2018),(Citation: Novetta Blockbuster Destructive Malware),(Citation: CISA AppleJeus Feb 2021),(Citation: US-CERT Volgmer Nov 2017),(Citation: US-CERT HOTCROISSANT February 2020),(Citation: Novetta Blockbuster),(Citation: Lazarus RATANKBA),(Citation: McAfee Bankshot),(Citation: SecureWorks WannaCry Analysis),(Citation: CISA EB Aug 2020),(Citation: Novetta Blockbuster Loaders),(Citation: Novetta Blockbuster Destructive Malware),(Citation: Kaspersky Lazarus Under The Hood APR 2017),(Citation: CISA AppleJeus Feb 2021),(Citation: McAfee GhostSecret),(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),(Citation: McAfee Lazarus Resurfaces Feb 2018),(Citation: Novetta Blockbuster Tools),(Citation: Novetta Blockbuster RATs),(Citation: Novetta Blockbuster),(Citation: RATANKBA),(Citation: McAfee Bankshot),(Citation: SentinelOne Lazarus macOS July 2020),(Citation: Kaspersky Lazarus Under The Hood Blog 2017),(Citation: US-CERT FALLCHILL Nov 2017),(Citation: TrendMicro macOS Dacls May 2020),(Citation: US-CERT SHARPKNOT June 2018)"
G0077,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),https://attack.mitre.org/groups/G0077,17 October 2018,12 October 2021,2.3,,Raspite,(Citation: Dragos Raspite Aug 2018),"(Citation: Symantec Leafminer July 2018),(Citation: Symantec Leafminer July 2018)"
G0065,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)",https://attack.mitre.org/groups/G0065,18 April 2018,14 October 2021,3.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","APT40, BRONZE MOHAWK, Gadolinium, Kryptonite Panda, MUDCARP, TEMP.Jumper, TEMP.Periscope","FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019), (Citation: CISA AA21-200A APT40 July 2021)(Citation: SecureWorks BRONZE MOHAWK n.d.), (Citation: CISA AA21-200A APT40 July 2021)(Citation: MSTIC GADOLINIUM September 2020), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Crowdstrike KRYPTONITE PANDA August 2018), (Citation: CISA AA21-200A APT40 July 2021)(Citation: Accenture MUDCARP March 2019), Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye APT40 March 2019), Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: CISA AA21-200A APT40 July 2021)(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)","(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),(Citation: CISA AA21-200A APT40 July 2021),(Citation: FireEye APT40 March 2019),(Citation: Accenture MUDCARP March 2019),(Citation: FireEye Periscope March 2018),(Citation: Proofpoint Leviathan Oct 2017),(Citation: CISA AA21-200A APT40 July 2021),(Citation: Accenture MUDCARP March 2019),(Citation: FireEye APT40 March 2019)"
G0030,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),https://attack.mitre.org/groups/G0030,31 May 2017,25 March 2019,2.0,,"DRAGONFISH, Spring Dragon","(Citation: Accenture Dragonfish Jan 2018), (Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)","(Citation: Emissary Trojan Feb 2016),(Citation: Spring Dragon Jun 2015),(Citation: Accenture Dragonfish Jan 2018),(Citation: Lotus Blossom Dec 2015),"
G0095,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",https://attack.mitre.org/groups/G0095,13 September 2019,06 October 2021,2.0,"Matias Nicolas Porolli, ESET","APT-C-43, El Machete","(Citation: 360 Machete Sep 2020), (Citation: Cylance Machete Mar 2017)","(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),(Citation: Cylance Machete Mar 2017),(Citation: Securelist Machete Aug 2014),(Citation: ESET Machete July 2019),(Citation: 360 Machete Sep 2020)"
G0059,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted U.S. and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",https://attack.mitre.org/groups/G0059,16 January 2018,04 October 2021,4.0,Anastasios Pingios; Bryan Lee,"APT35, COBALT ILLUSION, Charming Kitten, ITG18, Newscaster, Phosphorus, TA453","(Citation: FireEye APT35 2018)(Citation: Certfa Charming Kitten January 2021), (Citation: Secureworks COBALT ILLUSION Threat Profile), (Citation: ClearSky Charming Kitten Dec 2017)(Citation: Eweek Newscaster and Charming Kitten May 2014)(Citation: ClearSky Kittens Back 2 Oct 2019)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Proofpoint TA453 March 2021), (Citation: IBM ITG18 2020), Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters).(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018), (Citation: Microsoft Phosphorus Mar 2019)(Citation: Microsoft Phosphorus Oct 2020)(Citation: US District Court of DC Phosphorus Complaint 2019)(Citation: Certfa Charming Kitten January 2021)(Citation: Proofpoint TA453 March 2021), (Citation: Proofpoint TA453 March 2021)(Citation: Proofpoint TA453 July2021)","(Citation: Unit 42 Magic Hound Feb 2017),(Citation: ClearSky Charming Kitten Dec 2017),(Citation: FireEye APT35 2018),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: Certfa Charming Kitten January 2021),(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Proofpoint TA453 July2021),(Citation: SecureWorks Mia Ash July 2017),(Citation: IBM ITG18 2020),(Citation: Microsoft Phosphorus Mar 2019),(Citation: Proofpoint TA453 March 2021),(Citation: Secureworks Cobalt Gypsy Feb 2017),(Citation: FireEye APT35 2018),(Citation: Check Point Rocket Kitten),(Citation: ClearSky Kittens Back 3 August 2020)"
G0002,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",https://attack.mitre.org/groups/G0002,31 May 2017,30 March 2020,1.1,,,,"(Citation: Haq 2014),(Citation: Haq 2014)"
G0103,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/groups/G0103,12 May 2020,29 May 2020,1.0,,,,",(Citation: FOX-IT May 2016 Mofang)"
G0021,Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)",https://attack.mitre.org/groups/G0021,31 May 2017,27 April 2021,2.0,,"Gaza Cybergang, Operation Molerats","(Citation: DustySky)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020), (Citation: FireEye Operation Molerats)(Citation: Cybereason Molerats Dec 2020)","(Citation: DustySky2),(Citation: DustySky),(Citation: Cybereason Molerats Dec 2020),(Citation: FireEye Operation Molerats),(Citation: Unit42 Molerat Mar 2020),(Citation: Kaspersky MoleRATs April 2019),(Citation: DustySky),(Citation: Cybereason Molerats Dec 2020),(Citation: Unit42 Molerat Mar 2020),(Citation: FireEye Operation Molerats),(Citation: Kaspersky MoleRATs April 2019)"
G0069,MuddyWater,"[MuddyWater](https://attack.mitre.org/groups/G0069) is an Iranian threat group that has primarily targeted Middle Eastern nations, and has also targeted European and North American nations. The group's victims are mainly in the telecommunications, government (IT services), and oil sectors. Activity from this group was previously linked to [FIN7](https://attack.mitre.org/groups/G0046), but the group is believed to be a distinct group possibly motivated by espionage.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)",https://attack.mitre.org/groups/G0069,18 April 2018,26 April 2021,3.0,,"Earth Vetala , MERCURY, Seedworm, Static Kitten, TEMP.Zagros","(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021), (Citation: Symantec MuddyWater Dec 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: FireEye MuddyWater Mar 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)","(Citation: TrendMicro POWERSTATS V3 June 2019),(Citation: Symantec MuddyWater Dec 2018),(Citation: Anomali Static Kitten February 2021),(Citation: Reaqta MuddyWater November 2017),(Citation: ClearSky MuddyWater Nov 2018),(Citation: FireEye MuddyWater Mar 2018),(Citation: Trend Micro Muddy Water March 2021),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: ClearSky MuddyWater June 2019),(Citation: Symantec MuddyWater Dec 2018),(Citation: Securelist MuddyWater Oct 2018),(Citation: ClearSky MuddyWater June 2019),(Citation: Anomali Static Kitten February 2021),(Citation: Reaqta MuddyWater November 2017),(Citation: MuddyWater TrendMicro June 2018),(Citation: GitHub Invoke-Obfuscation),(Citation: Talos MuddyWater May 2019),(Citation: FireEye MuddyWater Mar 2018),(Citation: Trend Micro Muddy Water March 2021),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Unit 42 MuddyWater Nov 2017)"
G0129,Mustang Panda,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that was first observed in 2017 but may have been conducting operations since at least 2014. [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government entities, nonprofits, religious, and other non-governmental organizations in the U.S., Germany, Mongolia, Myanmar, Pakistan, and Vietnam, among others.(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Secureworks BRONZE PRESIDENT December 2019) ",https://attack.mitre.org/groups/G0129,12 April 2021,14 October 2021,1.1,"Kyaw Pyiyt Htet, @KyawPyiytHtet","BRONZE PRESIDENT, RedDelta, TA416","(Citation: Secureworks BRONZE PRESIDENT December 2019), (Citation: Recorded Future REDDELTA July 2020), (Citation: Proofpoint TA416 November 2020)","(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Avira Mustang Panda January 2020),(Citation: Recorded Future REDDELTA July 2020),(Citation: McAfee Dianxun March 2021),(Citation: Crowdstrike MUSTANG PANDA June 2018),(Citation: Secureworks BRONZE PRESIDENT December 2019),(Citation: Anomali MUSTANG PANDA October 2019),(Citation: Avira Mustang Panda January 2020),(Citation: Recorded Future REDDELTA July 2020),(Citation: Proofpoint TA416 November 2020),(Citation: McAfee Dianxun March 2021)"
G0055,NEODYMIUM,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",https://attack.mitre.org/groups/G0055,16 January 2018,25 March 2019,1.0,,,,"(Citation: Microsoft SIR Vol 21),(Citation: Microsoft NEODYMIUM Dec 2016),"
G0019,Naikon,"[Naikon](https://attack.mitre.org/groups/G0019) is assessed to be a state-sponsored cyber espionage group attributed to the Chinese People’s Liberation Army’s (PLA) Chengdu Military Region Second Technical Reconnaissance Bureau (Military Unit Cover Designator 78020).(Citation: CameraShy) Active since at least 2010, [Naikon](https://attack.mitre.org/groups/G0019) has primarily conducted operations against government, military, and civil organizations in Southeast Asia, as well as against international bodies such as the United Nations Development Programme (UNDP) and the Association of Southeast Asian Nations (ASEAN).(Citation: CameraShy)(Citation: Baumgartner Naikon 2015) 

While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0019,31 May 2017,19 August 2021,2.0,"Kyaw Pyiyt Htet, @KyawPyiytHtet",,,"(Citation: CheckPoint Naikon May 2020),(Citation: CameraShy),(Citation: Bitdefender Naikon April 2021),(Citation: Baumgartner Naikon 2015),(Citation: CheckPoint Naikon May 2020),(Citation: Bitdefender Naikon April 2021),(Citation: Baumgartner Naikon 2015)"
G0014,Night Dragon,[Night Dragon](https://attack.mitre.org/groups/G0014) is a campaign name for activity involving a threat group that has conducted activity originating primarily in China. (Citation: McAfee Night Dragon),https://attack.mitre.org/groups/G0014,31 May 2017,12 October 2021,1.4,,,,"(Citation: McAfee Night Dragon),(Citation: McAfee Night Dragon)"
G0133,Nomadic Octopus,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyberespionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)",https://attack.mitre.org/groups/G0133,24 August 2021,14 October 2021,1.0,,DustSquad,(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: SecurityWeek Nomadic Octopus Oct 2018),"(Citation: ESET Nomadic Octopus 2018),(Citation: Security Affairs DustSquad Oct 2018),(Citation: Securelist Octopus Oct 2018),(Citation: ESET Nomadic Octopus 2018),(Citation: Security Affairs DustSquad Oct 2018),(Citation: Securelist Octopus Oct 2018)"
G0049,OilRig,"[OilRig](https://attack.mitre.org/groups/G0049) is a suspected Iranian threat group that has targeted Middle Eastern and international victims since at least 2014. The group has targeted a variety of sectors, including financial, government, energy, chemical, and telecommunications. It appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. FireEye assesses that the group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests. (Citation: Palo Alto OilRig April 2017) (Citation: ClearSky OilRig Jan 2017) (Citation: Palo Alto OilRig May 2016) (Citation: Palo Alto OilRig Oct 2016) (Citation: Unit 42 Playbook Dec 2017) (Citation: FireEye APT34 Dec 2017)(Citation: Unit 42 QUADAGENT July 2018)",https://attack.mitre.org/groups/G0049,14 December 2017,15 October 2021,3.0,Bryan Lee; Robert Falcone,"APT34, COBALT GYPSY, HELIX KITTEN, IRN2","This group was previously tracked under two distinct groups, APT34 and OilRig, but was combined due to additional reporting giving higher confidence about the overlap of the activity. (Citation: Unit 42 QUADAGENT July 2018) (Citation: FireEye APT34 Dec 2017)(Citation: Check Point APT34 April 2021), (Citation: Secureworks COBALT GYPSY Threat Profile), (Citation: Unit 42 QUADAGENT July 2018)(Citation: Crowdstrike Helix Kitten Nov 2018), (Citation: Crowdstrike Helix Kitten Nov 2018)","(Citation: Palo Alto OilRig May 2016),(Citation: Unit42 RDAT July 2020),(Citation: Unit 42 Playbook Dec 2017),(Citation: Palo Alto OilRig Oct 2016),(Citation: Unit 42 RGDoor Jan 2018),(Citation: FireEye APT34 Dec 2017),(Citation: FireEye APT35 2018),(Citation: OilRig New Delivery Oct 2017),(Citation: Palo Alto OilRig Sep 2018),(Citation: Unit 42 QUADAGENT July 2018),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: Check Point APT34 April 2021),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Palo Alto OilRig April 2017),(Citation: FireEye Outlook Dec 2019),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: Check Point APT34 April 2021),(Citation: OilRig ISMAgent July 2017),(Citation: Palo Alto OilRig May 2016),(Citation: FireEye Targeted Attacks Middle East Banks),(Citation: Palo Alto OilRig Oct 2016),(Citation: Unit42 OilRig Nov 2018),(Citation: FireEye APT34 Dec 2017),(Citation: FireEye APT35 2018),(Citation: OilRig New Delivery Oct 2017),(Citation: Unit 42 QUADAGENT July 2018),(Citation: Unit 42 Playbook Dec 2017),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: FireEye APT34 July 2019),(Citation: FireEye APT34 Webinar Dec 2017)"
G0116,Operation Wocao,"[Operation Wocao](https://attack.mitre.org/groups/G0116) described activities carried out by a China-based cyber espionage adversary. [Operation Wocao](https://attack.mitre.org/groups/G0116) targeted entities within the government, managed service providers, energy, health care, and technology sectors across several countries, including China, France, Germany, the United Kingdom, and the United States. [Operation Wocao](https://attack.mitre.org/groups/G0116) used similar TTPs and tools to APT20, suggesting a possible overlap.(Citation: FoxIT Wocao December 2019)",https://attack.mitre.org/groups/G0116,17 November 2020,20 April 2021,1.0,"Erik Schamper, @Schamperr, Fox-IT; Maarten van Dantzig, @MaartenVDantzig, Fox-IT",,,"(Citation: FoxIT Wocao December 2019),(Citation: FoxIT Wocao December 2019)"
G0071,Orangeworm,"[Orangeworm](https://attack.mitre.org/groups/G0071) is a group that has targeted organizations in the healthcare sector in the United States, Europe, and Asia since at least 2015, likely for the purpose of corporate espionage.(Citation: Symantec Orangeworm April 2018)",https://attack.mitre.org/groups/G0071,17 October 2018,26 October 2021,1.1,"Elger Vinicius S. Rodrigues, @elgervinicius, CYBINT Centre",,,"(Citation: Symantec Orangeworm April 2018),(Citation: Symantec Orangeworm IOCs April 2018),(Citation: Symantec Orangeworm April 2018)"
G0068,PLATINUM,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/groups/G0068,18 April 2018,22 April 2021,1.3,Ryan Becwar,,,"(Citation: Microsoft PLATINUM April 2016),(Citation: Microsoft PLATINUM April 2016),(Citation: Twitter ItsReallyNick Platinum Masquerade),(Citation: Microsoft PLATINUM June 2017)"
G0056,PROMETHIUM,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),https://attack.mitre.org/groups/G0056,16 January 2018,22 October 2020,2.0,,StrongPity,The name StrongPity has also been used to describe the group and the malware used by the group.(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),"(Citation: Bitdefender StrongPity June 2020),(Citation: Microsoft SIR Vol 21),(Citation: Talos Promethium June 2020),(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020)"
G0040,Patchwork,"[Patchwork](https://attack.mitre.org/groups/G0040) is a cyberespionage group that was first observed in December 2015. While the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-Indian or Indian entity. [Patchwork](https://attack.mitre.org/groups/G0040) has been seen targeting industries related to diplomatic and government agencies. Much of the code used by this group was copied and pasted from online forums. [Patchwork](https://attack.mitre.org/groups/G0040) was also seen operating spearphishing campaigns targeting U.S. think tank groups in March and April of 2018. (Citation: Cymmetria Patchwork) (Citation: Symantec Patchwork) (Citation: TrendMicro Patchwork Dec 2017) (Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/groups/G0040,31 May 2017,02 November 2021,1.4,,"Chinastrats, Dropping Elephant, Hangover Group, MONSOON, Operation Hangover","(Citation: Securelist Dropping Elephant), (Citation: Symantec Patchwork) (Citation: Securelist Dropping Elephant) (Citation: PaloAlto Patchwork Mar 2018) (Citation: Volexity Patchwork June 2018), Patchwork and the Hangover Group have both been referenced as aliases for the threat group associated with Operation Monsoon.(Citation: PaloAlto Patchwork Mar 2018)(Citation: Unit 42 BackConfig May 2020)(Citation: Forcepoint Monsoon), MONSOON is the name of an espionage campaign; we use it here to refer to the actor group behind the campaign. (Citation: Forcepoint Monsoon) (Citation: PaloAlto Patchwork Mar 2018), It is believed that the actors behind Patchwork are the same actors behind Operation Hangover. (Citation: Forcepoint Monsoon) (Citation: Operation Hangover May 2013)","(Citation: Cymmetria Patchwork),(Citation: Unit 42 BackConfig May 2020),(Citation: Volexity Patchwork June 2018),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Forcepoint Monsoon),(Citation: PaloAlto Patchwork Mar 2018),(Citation: Symantec Patchwork),(Citation: Cymmetria Patchwork),(Citation: Unit 42 BackConfig May 2020),(Citation: Volexity Patchwork June 2018),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Securelist Dropping Elephant)"
G0011,PittyTiger,[PittyTiger](https://attack.mitre.org/groups/G0011) is a threat group believed to operate out of China that uses multiple different types of malware to maintain command and control.(Citation: Bizeul 2014)(Citation: Villeneuve 2014),https://attack.mitre.org/groups/G0011,31 May 2017,12 October 2021,1.2,,,,"(Citation: Villeneuve 2014),(Citation: Bizeul 2014),(Citation: Bizeul 2014)"
G0033,Poseidon Group,[Poseidon Group](https://attack.mitre.org/groups/G0033) is a Portuguese-speaking threat group that has been active since at least 2005. The group has a history of using information exfiltrated from victims to blackmail victim companies into contracting the [Poseidon Group](https://attack.mitre.org/groups/G0033) as a security firm. (Citation: Kaspersky Poseidon Group),https://attack.mitre.org/groups/G0033,31 May 2017,18 March 2020,1.1,,,,",(Citation: Kaspersky Poseidon Group)"
G0024,Putter Panda,[Putter Panda](https://attack.mitre.org/groups/G0024) is a Chinese threat group that has been attributed to Unit 61486 of the 12th Bureau of the PLA’s 3rd General Staff Department (GSD). (Citation: CrowdStrike Putter Panda),https://attack.mitre.org/groups/G0024,31 May 2017,30 March 2020,1.1,,"APT2, MSUpdater","(Citation: Cylance Putter Panda), (Citation: CrowdStrike Putter Panda)","(Citation: CrowdStrike Putter Panda),(Citation: CrowdStrike Putter Panda)"
G0048,RTM,[RTM](https://attack.mitre.org/groups/G0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in Russia and neighboring countries. The group uses a Trojan by the same name ([RTM](https://attack.mitre.org/software/S0148)). (Citation: ESET RTM Feb 2017),https://attack.mitre.org/groups/G0048,31 May 2017,12 May 2020,1.1,"Oleg Skulkin, Group-IB",,,"(Citation: ESET RTM Feb 2017),(Citation: ESET RTM Feb 2017),(Citation: Group IB RTM August 2019),(Citation: ESET Buhtrap and Buran April 2019)"
G0075,Rancor,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),https://attack.mitre.org/groups/G0075,17 October 2018,30 March 2020,1.2,,,,"(Citation: Rancor Unit42 June 2018),(Citation: Rancor Unit42 June 2018)"
