source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0499,Hancitor,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Hancitor](https://attack.mitre.org/software/S0499)  has added Registry Run keys to establish persistence.(Citation: FireEye Hancitor)
S0499,Hancitor,software,uses,T1566.001,Spearphishing Attachment,technique,[Hancitor](https://attack.mitre.org/software/S0499) has been delivered via phishing emails with malicious attachments.(Citation: FireEye Hancitor)
S0499,Hancitor,software,uses,T1566.002,Spearphishing Link,technique,[Hancitor](https://attack.mitre.org/software/S0499) has been delivered via phishing emails which contained malicious links.(Citation: Threatpost Hancitor)
S0499,Hancitor,software,uses,T1218.012,Verclsid,technique,[Hancitor](https://attack.mitre.org/software/S0499) has used verclsid.exe to download and execute a malicious script.(Citation: Red Canary Verclsid.exe)
S0499,Hancitor,software,uses,T1497,Virtualization/Sandbox Evasion,technique,"[Hancitor](https://attack.mitre.org/software/S0499) has used a macro to check that an ActiveDocument shape object in the lure message is present. If this object is not found, the macro will exit without downloading additional payloads.(Citation: FireEye Hancitor)"
S0224,Havij,software,uses,T1190,Exploit Public-Facing Application,technique,[Havij](https://attack.mitre.org/software/S0224) is used to automate SQL injection.(Citation: Check Point Havij Analysis)
S0170,Helminth,software,uses,T1119,Automated Collection,technique,A [Helminth](https://attack.mitre.org/software/S0170) VBScript receives a batch script to execute a set of commands in a command prompt.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1115,Clipboard Data,technique,The executable version of [Helminth](https://attack.mitre.org/software/S0170) has a module to log clipboard contents.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1553.002,Code Signing,technique,"[Helminth](https://attack.mitre.org/software/S0170) samples have been signed with legitimate, compromised code signing certificates owned by software company AI Squared.(Citation: ClearSky OilRig Jan 2017)"
S0170,Helminth,software,uses,T1071.004,DNS,technique,[Helminth](https://attack.mitre.org/software/S0170) can use DNS for C2.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1030,Data Transfer Size Limits,technique,[Helminth](https://attack.mitre.org/software/S0170) splits data into chunks up to 23 bytes and sends the data in DNS queries to its C2 server.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1069.002,Domain Groups,technique,[Helminth](https://attack.mitre.org/software/S0170) has checked for the domain admin group and Exchange Trusted Subsystem groups using the commands <code>net group Exchange Trusted Subsystem /domain</code> and <code>net group domain admins /domain</code>.(Citation: Unit 42 Playbook Dec 2017)
S0170,Helminth,software,uses,T1105,Ingress Tool Transfer,technique,[Helminth](https://attack.mitre.org/software/S0170) can download additional files.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1056.001,Keylogging,technique,The executable version of [Helminth](https://attack.mitre.org/software/S0170) has a module to log keystrokes.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1074.001,Local Data Staging,technique,[Helminth](https://attack.mitre.org/software/S0170) creates folders to store output from batch scripts prior to sending the information to its C2 server.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1069.001,Local Groups,technique,[Helminth](https://attack.mitre.org/software/S0170) has checked the local administrators group.(Citation: Unit 42 Playbook Dec 2017)
S0170,Helminth,software,uses,T1027,Obfuscated Files or Information,technique,The [Helminth](https://attack.mitre.org/software/S0170) config file is encrypted with RC4.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1059.001,PowerShell,technique,One version of [Helminth](https://attack.mitre.org/software/S0170) uses a PowerShell script.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1057,Process Discovery,technique,[Helminth](https://attack.mitre.org/software/S0170) has used [Tasklist](https://attack.mitre.org/software/S0057) to get information on processes.(Citation: Unit 42 Playbook Dec 2017)
S0170,Helminth,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Helminth](https://attack.mitre.org/software/S0170) establishes persistence by creating a shortcut in the Start Menu folder.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1053.005,Scheduled Task,technique,[Helminth](https://attack.mitre.org/software/S0170) has used a scheduled task for persistence.(Citation: ClearSky OilRig Jan 2017)
S0170,Helminth,software,uses,T1547.009,Shortcut Modification,technique,[Helminth](https://attack.mitre.org/software/S0170) establishes persistence by creating a shortcut.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1132.001,Standard Encoding,technique,"For C2 over HTTP, [Helminth](https://attack.mitre.org/software/S0170) encodes data with base64 and sends it via the ""Cookie"" field of HTTP requests. For C2 over DNS, [Helminth](https://attack.mitre.org/software/S0170) converts ASCII characters into their hexadecimal values and sends the data in cleartext.(Citation: Palo Alto OilRig May 2016)"
S0170,Helminth,software,uses,T1573.001,Symmetric Cryptography,technique,[Helminth](https://attack.mitre.org/software/S0170) encrypts data sent to its C2 server over HTTP with RC4.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1059.005,Visual Basic,technique,One version of [Helminth](https://attack.mitre.org/software/S0170) consists of VBScript scripts.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1071.001,Web Protocols,technique,[Helminth](https://attack.mitre.org/software/S0170) can use HTTP for C2.(Citation: Palo Alto OilRig May 2016)
S0170,Helminth,software,uses,T1059.003,Windows Command Shell,technique,[Helminth](https://attack.mitre.org/software/S0170) can provide a remote shell. One version of [Helminth](https://attack.mitre.org/software/S0170) uses batch scripting.(Citation: Palo Alto OilRig May 2016)
S0087,Hi-Zor,software,uses,T1573.002,Asymmetric Cryptography,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) encrypts C2 traffic with TLS.(Citation: Fidelis Hi-Zor)
S0087,Hi-Zor,software,uses,T1070.004,File Deletion,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) deletes its RAT installer file as it executes its DLL payload file.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1105,Ingress Tool Transfer,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) has the ability to upload and download files from its C2 server.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1027,Obfuscated Files or Information,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) uses various XOR techniques to obfuscate its components.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) creates a Registry Run key to establish persistence.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1218.010,Regsvr32,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) executes using regsvr32.exe called from the [Registry Run Keys / Startup Folder](https://attack.mitre.org/techniques/T1547/001) persistence mechanism.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1573.001,Symmetric Cryptography,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) encrypts C2 traffic with a double XOR using two distinct single-byte keys.(Citation: Fidelis Hi-Zor)
S0087,Hi-Zor,software,uses,T1071.001,Web Protocols,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) communicates with its C2 server over HTTPS.(Citation: Fidelis INOCNATION)
S0087,Hi-Zor,software,uses,T1059.003,Windows Command Shell,technique,[Hi-Zor](https://attack.mitre.org/software/S0087) has the ability to create a reverse shell.(Citation: Fidelis INOCNATION)
S0394,HiddenWasp,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) uses a cipher to implement a decoding function.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1574.006,Dynamic Linker Hijacking,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) adds itself as a shared object to the LD_PRELOAD environment variable.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1105,Ingress Tool Transfer,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) downloads a tar compressed archive from a download server to the system.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1136.001,Local Account,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) creates a user account as a means to provide initial persistence to the compromised machine.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1095,Non-Application Layer Protocol,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) communicates with a simple network protocol over TCP.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1027,Obfuscated Files or Information,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) encrypts its configuration and payload.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1037.004,RC Scripts,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) installs reboot persistence by adding itself to <code>/etc/rc.local</code>.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1014,Rootkit,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) uses a rootkit to hook and implement functions on the system.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1573.001,Symmetric Cryptography,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) uses an RC4-like algorithm with an already computed PRGA generated key-stream for network communication.(Citation: Intezer HiddenWasp Map 2019)
S0394,HiddenWasp,software,uses,T1059.003,Windows Command Shell,technique,[HiddenWasp](https://attack.mitre.org/software/S0394) uses a script to automate tasks on the victim's machine and to assist in execution.(Citation: Intezer HiddenWasp Map 2019)
S0009,Hikit,software,uses,T1553.006,Code Signing Policy Modification,technique,[Hikit](https://attack.mitre.org/software/S0009) has attempted to disable driver signing verification by tampering with several Registry keys prior to the loading of a rootkit driver component.(Citation: FireEye HIKIT Rootkit Part 2)
S0009,Hikit,software,uses,T1574.001,DLL Search Order Hijacking,technique,[Hikit](https://attack.mitre.org/software/S0009) has used [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1574/001) to load <code>oci.dll</code> as a persistence mechanism.(Citation: FireEye Hikit Rootkit)
S0009,Hikit,software,uses,T1553.004,Install Root Certificate,technique,[Hikit](https://attack.mitre.org/software/S0009) uses <code>certmgr.exe -add GlobalSign.cer -c -s -r localMachine Root</code> and <code>certmgr.exe -add GlobalSign.cer -c -s -r localMachineTrustedPublisher</code> to install a self-generated certificate to the local trust store as a root CA and Trusted Publisher.(Citation: FireEye HIKIT Rootkit Part 2)
S0009,Hikit,software,uses,T1090.001,Internal Proxy,technique,[Hikit](https://attack.mitre.org/software/S0009) supports peer connections.(Citation: Novetta-Axiom)
S0009,Hikit,software,uses,T1014,Rootkit,technique,[Hikit](https://attack.mitre.org/software/S0009) is a [Rootkit](https://attack.mitre.org/techniques/T1014) that has been used by [Axiom](https://attack.mitre.org/groups/G0001).(Citation: FireEye Hikit Rootkit) (Citation: FireEye HIKIT Rootkit Part 2) 
S0009,Hikit,software,uses,T1573.001,Symmetric Cryptography,technique,[Hikit](https://attack.mitre.org/software/S0009) performs XOR encryption.(Citation: Novetta-Axiom)
S0009,Hikit,software,uses,T1071.001,Web Protocols,technique,[Hikit](https://attack.mitre.org/software/S0009) has used HTTP for C2.(Citation: FireEye HIKIT Rootkit Part 2)
S0009,Hikit,software,uses,T1059.003,Windows Command Shell,technique,[Hikit](https://attack.mitre.org/software/S0009) has the ability to create a remote shell and run given commands.(Citation: FireEye HIKIT Rootkit Part 2)
S0601,Hildegard,software,uses,T1071,Application Layer Protocol,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used an IRC channel for C2 communications.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1070.003,Clear Command History,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used history -c to clear script shell logs.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1552.005,Cloud Instance Metadata API,technique,[Hildegard](https://attack.mitre.org/software/S0601) has queried the Cloud Instance Metadata API for cloud credentials.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1609,Container Administration Command,technique,[Hildegard](https://attack.mitre.org/software/S0601) was executed through the kubelet API run command and by executing commands on running containers.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1613,Container and Resource Discovery,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used masscan to search for kubelets and the kubelet API for additional running containers.(Citation: Unit 42 Hildegard Malware) 
S0601,Hildegard,software,uses,T1552.001,Credentials In Files,technique,"[Hildegard](https://attack.mitre.org/software/S0601) has searched for SSH keys, Docker credentials, and Kubernetes service tokens.(Citation: Unit 42 Hildegard Malware)"
S0601,Hildegard,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Hildegard](https://attack.mitre.org/software/S0601) has decrypted ELF files with AES.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1562.001,Disable or Modify Tools,technique,[Hildegard](https://attack.mitre.org/software/S0601) has modified DNS resolvers to evade DNS monitoring tools.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1574.006,Dynamic Linker Hijacking,technique,[Hildegard](https://attack.mitre.org/software/S0601) has modified /etc/ld.so.preload to intercept shared library import functions.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1611,Escape to Host,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used the BOtB tool that can break out of containers. (Citation: Unit 42 Hildegard Malware) 
S0601,Hildegard,software,uses,T1068,Exploitation for Privilege Escalation,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used the BOtB tool which exploits CVE-2019-5736.(Citation: Unit 42 Hildegard Malware) 
S0601,Hildegard,software,uses,T1133,External Remote Services,technique,[Hildegard](https://attack.mitre.org/software/S0601) was executed through an unsecure kubelet that allowed anonymous access to the victim environment.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1070.004,File Deletion,technique,[Hildegard](https://attack.mitre.org/software/S0601) has deleted scripts after execution.(Citation: Unit 42 Hildegard Malware) 
S0601,Hildegard,software,uses,T1105,Ingress Tool Transfer,technique,[Hildegard](https://attack.mitre.org/software/S0601) has downloaded additional scripts that build and run Monero cryptocurrency miners.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1136.001,Local Account,technique,[Hildegard](https://attack.mitre.org/software/S0601) has created a user named “monerodaemon”.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1036.004,Masquerade Task or Service,technique,[Hildegard](https://attack.mitre.org/software/S0601) has disguised itself as a known Linux process.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1046,Network Service Scanning,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used masscan to look for kubelets in the internal Kubernetes network.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1027,Obfuscated Files or Information,technique,[Hildegard](https://attack.mitre.org/software/S0601) has encrypted an ELF file.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1552.004,Private Keys,technique,[Hildegard](https://attack.mitre.org/software/S0601) has searched for private keys in .ssh.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1219,Remote Access Software,technique,[Hildegard](https://attack.mitre.org/software/S0601) has established tmate sessions for C2 communications.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1496,Resource Hijacking,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used xmrig to mine cryptocurrency.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1014,Rootkit,technique,[Hildegard](https://attack.mitre.org/software/S0601) has modified /etc/ld.so.preload to overwrite readdir() and readdir64().(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1027.002,Software Packing,technique,[Hildegard](https://attack.mitre.org/software/S0601) has packed ELF files into other binaries.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1082,System Information Discovery,technique,"[Hildegard](https://attack.mitre.org/software/S0601) has collected the host's OS, CPU, and memory information.(Citation: Unit 42 Hildegard Malware)"
S0601,Hildegard,software,uses,T1543.002,Systemd Service,technique,[Hildegard](https://attack.mitre.org/software/S0601) has started a monero service.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1059.004,Unix Shell,technique,[Hildegard](https://attack.mitre.org/software/S0601) has used shell scripts for execution.(Citation: Unit 42 Hildegard Malware)
S0601,Hildegard,software,uses,T1102,Web Service,technique,[Hildegard](https://attack.mitre.org/software/S0601) has downloaded scripts from GitHub.(Citation: Unit 42 Hildegard Malware)
S0431,HotCroissant,software,uses,T1010,Application Window Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to list the names of all open windows on the infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1041,Exfiltration Over C2 Channel,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to download files from the infected host to the command and control (C2) server.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1070.004,File Deletion,technique,"[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to clean up installed files, delete files, and delete itself from the victim’s machine.(Citation: Carbon Black HotCroissant April 2020)"
S0431,HotCroissant,software,uses,T1083,File and Directory Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to retrieve a list of files in a given directory as well as drives and drive types.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1564.003,Hidden Window,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to hide the window for operations performed on a given file.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1105,Ingress Tool Transfer,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to upload a file from the command and control (C2) server to the victim machine.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1106,Native API,technique,[HotCroissant](https://attack.mitre.org/software/S0431) can perform dynamic DLL importing and API lookups using <code>LoadLibrary</code> and <code>GetProcAddress</code> on obfuscated strings.(Citation: US-CERT HOTCROISSANT February 2020)
S0431,HotCroissant,software,uses,T1027,Obfuscated Files or Information,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has encrypted strings with single-byte XOR and base64 encoded RC4.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1057,Process Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to list running processes on the infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1053.005,Scheduled Task,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has attempted to install a scheduled task named “Java Maintenance64” on startup to establish persistence.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1113,Screen Capture,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to do real time screen viewing on an infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1489,Service Stop,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to stop services on the infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1518,Software Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) can retrieve a list of applications from the <code>SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths</code> registry key.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1027.002,Software Packing,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has used the open source UPX executable packer.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1573.001,Symmetric Cryptography,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has compressed network communications and encrypted them with a custom stream cipher.(Citation: Carbon Black HotCroissant April 2020)(Citation: US-CERT HOTCROISSANT February 2020)
S0431,HotCroissant,software,uses,T1082,System Information Discovery,technique,"[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to determine if the current user is an administrator, Windows product name, processor name, screen resolution, and physical RAM of the infected host.(Citation: US-CERT HOTCROISSANT February 2020)"
S0431,HotCroissant,software,uses,T1016,System Network Configuration Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to identify the IP address of the compromised machine.(Citation: US-CERT HOTCROISSANT February 2020)
S0431,HotCroissant,software,uses,T1033,System Owner/User Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to collect the username on the infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1007,System Service Discovery,technique,[HotCroissant](https://attack.mitre.org/software/S0431) has the ability to retrieve a list of services on the infected host.(Citation: Carbon Black HotCroissant April 2020)
S0431,HotCroissant,software,uses,T1059.003,Windows Command Shell,technique,[HotCroissant](https://attack.mitre.org/software/S0431) can remotely open applications on the infected host with the <code>ShellExecuteA</code> command.(Citation: Carbon Black HotCroissant April 2020)
S0203,Hydraq,software,uses,T1134,Access Token Manipulation,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can adjust token privileges.(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1070.001,Clear Windows Event Logs,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can clear all system event logs.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1005,Data from Local System,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can read data from files.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1048,Exfiltration Over Alternative Protocol,technique,[Hydraq](https://attack.mitre.org/software/S0203) connects to a predefined domain on port 443 to exfil gathered information.(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1070.004,File Deletion,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can delete files.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1083,File and Directory Discovery,technique,"[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can check for the existence of files, including its own components, as well as retrieve a list of logical drives.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)"
S0203,Hydraq,software,uses,T1105,Ingress Tool Transfer,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can download files and additional malware components.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1112,Modify Registry,technique,"[Hydraq](https://attack.mitre.org/software/S0203) creates a Registry subkey to register its created service, and can also uninstall itself later by deleting this value. [Hydraq](https://attack.mitre.org/software/S0203)'s backdoor also enables remote attackers to modify and delete subkeys.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)"
S0203,Hydraq,software,uses,T1027,Obfuscated Files or Information,technique,[Hydraq](https://attack.mitre.org/software/S0203) uses basic obfuscation in the form of spaghetti code.(Citation: Symantec Elderwood Sept 2012)(Citation: Symantec Trojan.Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1057,Process Discovery,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can monitor processes.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1012,Query Registry,technique,"[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can retrieve system information, such as CPU speed, from Registry keys.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)"
S0203,Hydraq,software,uses,T1113,Screen Capture,technique,[Hydraq](https://attack.mitre.org/software/S0203) includes a component based on the code of VNC that can stream a live feed of the desktop of an infected host.(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1569.002,Service Execution,technique,[Hydraq](https://attack.mitre.org/software/S0203) uses svchost.exe to execute a malicious DLL included in a new service group.(Citation: Symantec Hydraq Persistence Jan 2010)
S0203,Hydraq,software,uses,T1129,Shared Modules,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can load and call DLL functions.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1573.001,Symmetric Cryptography,technique,[Hydraq](https://attack.mitre.org/software/S0203) C2 traffic is encrypted using bitwise NOT and XOR operations.(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1082,System Information Discovery,technique,"[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can retrieve information such as computer name, OS version, processor speed, memory size, and CPU speed.(Citation: Symantec Hydraq Jan 2010)"
S0203,Hydraq,software,uses,T1016,System Network Configuration Discovery,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can retrieve IP addresses of compromised machines.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1007,System Service Discovery,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates a backdoor through which remote attackers can monitor services.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)
S0203,Hydraq,software,uses,T1543.003,Windows Service,technique,[Hydraq](https://attack.mitre.org/software/S0203) creates new services to establish persistence.(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: Symantec Hydraq Jan 2010)(Citation: Symantec Hydraq Persistence Jan 2010)
S0398,HyperBro,software,uses,T1574.002,DLL Side-Loading,technique,"[HyperBro](https://attack.mitre.org/software/S0398) has used a legitimate application to sideload a DLL to decrypt, decompress, and run a payload.(Citation: Unit42 Emissary Panda May 2019)"
S0398,HyperBro,software,uses,T1070.004,File Deletion,technique,[HyperBro](https://attack.mitre.org/software/S0398) has the ability to delete a specified file.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1105,Ingress Tool Transfer,technique,[HyperBro](https://attack.mitre.org/software/S0398) has the ability to download additional files.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1106,Native API,technique,[HyperBro](https://attack.mitre.org/software/S0398) has the ability to run an application (<code>CreateProcessW</code>) or script/file (<code>ShellExecuteW</code>) via API.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1055,Process Injection,technique,[HyperBro](https://attack.mitre.org/software/S0398) can run shellcode it injects into a newly created process.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1113,Screen Capture,technique,[HyperBro](https://attack.mitre.org/software/S0398) has the ability to take screenshots.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1569.002,Service Execution,technique,[HyperBro](https://attack.mitre.org/software/S0398) has the ability to start and stop a specified service.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1007,System Service Discovery,technique,[HyperBro](https://attack.mitre.org/software/S0398) can list all services and their configurations.(Citation: Unit42 Emissary Panda May 2019)
S0398,HyperBro,software,uses,T1071.001,Web Protocols,technique,[HyperBro](https://attack.mitre.org/software/S0398) has used HTTPS for C2 communications.(Citation: Unit42 Emissary Panda May 2019)
S0537,HyperStack,software,uses,T1078.001,Default Accounts,technique,[HyperStack](https://attack.mitre.org/software/S0537) can use default credentials to connect to IPC$ shares on remote machines.(Citation: Accenture HyperStack October 2020)
S0537,HyperStack,software,uses,T1559,Inter-Process Communication,technique,[HyperStack](https://attack.mitre.org/software/S0537) can connect to the IPC$ share on remote machines.(Citation: Accenture HyperStack October 2020)
S0537,HyperStack,software,uses,T1087.001,Local Account,technique,[HyperStack](https://attack.mitre.org/software/S0537) can enumerate all account names on a remote share.(Citation: Accenture HyperStack October 2020)
